FICHIER :;e:\comax\07-02-mesure2.eposacq
Date :;07/02/2017
Heure :;08:52:38

DESCRIPTION :
ACQUISITION AXE 1 : CoMax
SOLLICITATION en VITESSE avec consigne de 3000 rpm.
102 mesures avec période de 5.0 ms


COMMENTAIRE :


MESURES :
Index;Temps;;Consigne de Vitesse;Vitesse Moteur;Courant Moteur;
;ms;;rpm;rpm;mA;
         0;       0,0;;         0;         0;         0;
         1;       5,0;;         0;         0;         0;
         2;      10,0;;         0;         0;         0;
         3;      15,0;;         0;         0;         0;
         4;      20,0;;         0;         0;         1;
         5;      25,0;;         0;         0;         1;
         6;      30,0;;         0;         0;         0;
         7;      35,0;;         0;         0;         0;
         8;      40,0;;         0;         0;         1;
         9;      45,0;;         0;         0;        -1;
        10;      50,0;;       200;         0;         1;
        11;      55,0;;       700;         2;       546;
        12;      60,0;;      1200;        14;      2087;
        13;      65,0;;      1700;        40;      4138;
        14;      70,0;;      2200;        88;      6308;
        15;      75,0;;      2700;       171;      7233;
        16;      80,0;;      3000;       279;      7402;
        17;      85,0;;      3000;       404;      7434;
        18;      90,0;;      3000;       544;      7445;
        19;      95,0;;      3000;       697;      7448;
        20;     100,0;;      3000;       865;      7450;
        21;     105,0;;      3000;      1042;      7351;
        22;     110,0;;      3000;      1218;      6459;
        23;     115,0;;      3000;      1381;      5491;
        24;     120,0;;      3000;      1520;      4834;
        25;     125,0;;      3000;      1644;      4453;
        26;     130,0;;      3000;      1753;      4167;
        27;     135,0;;      3000;      1855;      3891;
        28;     140,0;;      3000;      1946;      3624;
        29;     145,0;;      3000;      2021;      3483;
        30;     150,0;;      3000;      2084;      3449;
        31;     155,0;;      3000;      2138;      3426;
        32;     160,0;;      3000;      2192;      3338;
        33;     165,0;;      3000;      2244;      3173;
        34;     170,0;;      3000;      2291;      2959;
        35;     175,0;;      3000;      2329;      2849;
        36;     180,0;;      3000;      2356;      2893;
        37;     185,0;;      3000;      2372;      3054;
        38;     190,0;;      3000;      2381;      3227;
        39;     195,0;;      3000;      2388;      3386;
        40;     200,0;;      3000;      2393;      3487;
        41;     205,0;;      3000;      2395;      3594;
        42;     210,0;;      3000;      2393;      3705;
        43;     215,0;;      3000;      2387;      3818;
        44;     220,0;;      3000;      2380;      3970;
        45;     225,0;;      3000;      2373;      4043;
        46;     230,0;;      3000;      2371;      4081;
        47;     235,0;;      3000;      2374;      4005;
        48;     240,0;;      3000;      2379;      3861;
        49;     245,0;;      3000;      2387;      3767;
        50;     250,0;;      3000;      2394;      3643;
        51;     255,0;;      3000;      2404;      3549;
        52;     260,0;;      3000;      2416;      3419;
        53;     265,0;;      3000;      2430;      3275;
        54;     270,0;;      3000;      2441;      3171;
        55;     275,0;;      3000;      2449;      3142;
        56;     280,0;;      3000;      2456;      3140;
        57;     285,0;;      3000;      2461;      3150;
        58;     290,0;;      3000;      2464;      3182;
        59;     295,0;;      3000;      2462;      3254;
        60;     300,0;;      3000;      2459;      3350;
        61;     305,0;;      3000;      2453;      3459;
        62;     310,0;;      3000;      2448;      3550;
        63;     315,0;;      3000;      2442;      3623;
        64;     320,0;;      3000;      2435;      3684;
        65;     325,0;;      3000;      2428;      3735;
        66;     330,0;;      3000;      2424;      3750;
        67;     335,0;;      3000;      2423;      3738;
        68;     340,0;;      3000;      2422;      3696;
        69;     345,0;;      3000;      2423;      3648;
        70;     350,0;;      3000;      2425;      3598;
        71;     355,0;;      3000;      2430;      3525;
        72;     360,0;;      3000;      2436;      3439;
        73;     365,0;;      3000;      2441;      3372;
        74;     370,0;;      3000;      2445;      3341;
        75;     375,0;;      3000;      2449;      3328;
        76;     380,0;;      3000;      2451;      3326;
        77;     385,0;;      3000;      2454;      3314;
        78;     390,0;;      3000;      2455;      3339;
        79;     395,0;;      3000;      2452;      3391;
        80;     400,0;;      3000;      2448;      3472;
        81;     405,0;;      3000;      2444;      3548;
        82;     410,0;;      3000;      2440;      3588;
        83;     415,0;;      3000;      2437;      3612;
        84;     420,0;;      3000;      2434;      3623;
        85;     425,0;;      3000;      2431;      3652;
        86;     430,0;;      3000;      2428;      3664;
        87;     435,0;;      3000;      2425;      3676;
        88;     440,0;;      3000;      2424;      3681;
        89;     445,0;;      3000;      2422;      3672;
        90;     450,0;;      3000;      2422;      3663;
        91;     455,0;;      3000;      2422;      3631;
        92;     460,0;;      3000;      2423;      3610;
        93;     465,0;;      3000;      2425;      3569;
        94;     470,0;;      3000;      2424;      3570;
        95;     475,0;;      3000;      2424;      3584;
        96;     480,0;;      3000;      2425;      3589;
        97;     485,0;;      3000;      2426;      3574;
        98;     490,0;;      3000;      2427;      3557;
        99;     495,0;;      3000;      2426;      3582;
       100;     500,0;;      3000;      2425;      3610;
       101;     505,0;;      3000;      2424;      3621;

Paramètre AXE :;CoMax
PID AXE :;KP;KI;KD;KV;KA
Position :;2420;8340;3230;0;0
Vitesse :;3000;0;;0;0
Courant :;200;75
Sécurité
Acc. max.:;100000;rpm/s
Vit. max.:;6000;rpm

